strain	supernatant	conc	drug	well	tech_repl	biol_repl	plate_number	experiment_number	AUC	maxOD	finalOD
B. thetaiotaomicron	E. rectale	10	Niclosamide	C7	tech1	biol3	plate3	183	0.0033103928913668463	0	-0.004819277108433739
B. thetaiotaomicron	E. rectale	10	Niclosamide	D7	tech2	biol1	plate6	178	0.0021131495533570272	-0.0031570639305445966	-0.011049723756906087
B. thetaiotaomicron	E. rectale	10	Niclosamide	D7	tech2	biol2	plate6	181	0.0025019546520719284	-0.0016625103906899436	-0.004987531172069807
B. thetaiotaomicron	E. rectale	10	Niclosamide	D7	tech2	biol3	plate3	183	0.0036588553009844096	0	-0.004819277108433739
B. thetaiotaomicron	E. rectale	10	Niclosamide	E9	tech1	biol1	plate1	20	0.0038587690526722005	0.008032128514056231	0.008032128514056231
B. thetaiotaomicron	E. rectale	10	Niclosamide	E9	tech1	biol2	plate1	21	0.0034843205574912927	-0.0031250000000000028	-0.007812500000000007
B. thetaiotaomicron	E. rectale	10	Niclosamide	E9	tech1	biol3	plate1	22	0.001668653158522052	-0.004893964110929858	-0.008156606851549763
B. thetaiotaomicron	E. rectale	10	Niclosamide	F9	tech2	biol1	plate1	20	0.004244645957939421	0.009638554216867478	0.009638554216867478
B. thetaiotaomicron	E. rectale	10	Niclosamide	F9	tech2	biol2	plate1	21	0.0030197444831591203	-0.007812500000000007	-0.01093750000000001
B. thetaiotaomicron	E. rectale	10	Niclosamide	F9	tech2	biol3	plate1	22	0.0021454112038140666	-0.00652528548123981	-0.009787928221859716
B. thetaiotaomicron	E. rectale	10	Niclosamide	G9	tech3	biol1	plate1	20	0.008296353463245226	0.01927710843373491	0.01927710843373491
B. thetaiotaomicron	E. rectale	10	Niclosamide	G9	tech3	biol2	plate1	21	0.003948896631823465	-0.004687500000000004	-0.007812500000000007
B. thetaiotaomicron	E. rectale	10	Niclosamide	G9	tech3	biol3	plate1	22	0.0014302741358760442	0	-0.004893964110929858
B. thetaiotaomicron	F. nucleatum	0	Niclosamide	C11	tech1	biol1	plate6	178	1.0071051193295684	1.0118389897395423	1.0118389897395423
B. thetaiotaomicron	F. nucleatum	0	Niclosamide	C11	tech1	biol2	plate6	181	1.0050069541029207	1.0157938487115545	1.0157938487115545
B. thetaiotaomicron	F. nucleatum	0	Niclosamide	C11	tech1	biol3	plate3	183	0.9944003343083995	1.0056224899598394	1.0056224899598394
B. thetaiotaomicron	F. nucleatum	0	Niclosamide	D11	tech2	biol1	plate6	178	0.9928948806704316	1.0023677979479086	1.0023677979479086
B. thetaiotaomicron	F. nucleatum	0	Niclosamide	D11	tech2	biol2	plate6	181	0.9949930458970793	1.0141313383208646	1.0141313383208646
B. thetaiotaomicron	F. nucleatum	0	Niclosamide	D11	tech2	biol3	plate3	183	1.0055996656916004	1.004016064257028	1.0008032128514055
B. thetaiotaomicron	F. nucleatum	0	Niclosamide	E3	tech1	biol1	plate2	20	0.9934846989141165	1.0795262267343486	1.0795262267343486
B. thetaiotaomicron	F. nucleatum	0	Niclosamide	E3	tech1	biol2	plate2	21	0.993425858290723	1.0837479270315094	1.0837479270315094
B. thetaiotaomicron	F. nucleatum	0	Niclosamide	E3	tech1	biol3	plate2	22	0.9773323789071822	1.1005067567567568	1.1005067567567568
B. thetaiotaomicron	F. nucleatum	0	Niclosamide	F3	tech2	biol1	plate2	20	1.009476801579467	1.0727580372250423	1.0727580372250423
B. thetaiotaomicron	F. nucleatum	0	Niclosamide	F3	tech2	biol2	plate2	21	1	1.0771144278606968	1.0771144278606968
B. thetaiotaomicron	F. nucleatum	0	Niclosamide	F3	tech2	biol3	plate2	22	1.0023860653781913	1.1106418918918919	1.1106418918918919
B. thetaiotaomicron	F. nucleatum	0	Niclosamide	G3	tech3	biol1	plate2	20	1	1.0355329949238579	1.0355329949238579
B. thetaiotaomicron	F. nucleatum	0	Niclosamide	G3	tech3	biol2	plate2	21	1.0177745312880448	1.0771144278606968	1.0771144278606968
B. thetaiotaomicron	F. nucleatum	0	Niclosamide	G3	tech3	biol3	plate2	22	1	1.0582770270270272	1.0582770270270272
B. thetaiotaomicron	F. nucleatum	5	Niclosamide	C12	tech1	biol1	plate6	178	0.9402441246128621	0.9865824782951855	0.9818468823993687
B. thetaiotaomicron	F. nucleatum	5	Niclosamide	C12	tech1	biol2	plate6	181	1.038386648122392	1.0091438071487948	1.0091438071487948
B. thetaiotaomicron	F. nucleatum	5	Niclosamide	C12	tech1	biol3	plate3	183	1.005933974091099	0.9767068273092369	0.9734939759036143
B. thetaiotaomicron	F. nucleatum	5	Niclosamide	D12	tech2	biol1	plate6	178	0.939333211878302	0.9897395422257301	0.9897395422257301
B. thetaiotaomicron	F. nucleatum	5	Niclosamide	D12	tech2	biol2	plate6	181	0.9927677329624477	1.0058187863674148	1.0058187863674148
B. thetaiotaomicron	F. nucleatum	5	Niclosamide	D12	tech2	biol3	plate3	183	1.0223150856665273	0.9895582329317268	0.9879518072289155
B. thetaiotaomicron	F. nucleatum	5	Niclosamide	E5	tech1	biol1	plate2	20	0.9571569595261599	1.062605752961083	1.062605752961083
B. thetaiotaomicron	F. nucleatum	5	Niclosamide	E5	tech1	biol2	plate2	21	0.9016313610908205	1.0356550580431179	1.0356550580431179
B. thetaiotaomicron	F. nucleatum	5	Niclosamide	E5	tech1	biol3	plate2	22	0.9339059890240994	1.0701013513513513	1.0701013513513513
B. thetaiotaomicron	F. nucleatum	5	Niclosamide	F5	tech2	biol1	plate2	20	1.0422507403751233	1.077834179357022	1.077834179357022
B. thetaiotaomicron	F. nucleatum	5	Niclosamide	F5	tech2	biol2	plate2	21	0.9111273435597759	1.0406301824212274	1.0406301824212274
B. thetaiotaomicron	F. nucleatum	5	Niclosamide	F5	tech2	biol3	plate2	22	0.9298496778811739	1.0599662162162162	1.0599662162162162
B. thetaiotaomicron	F. nucleatum	5	Niclosamide	G5	tech3	biol1	plate2	20	0.9464955577492596	1.0304568527918783	1.0304568527918783
B. thetaiotaomicron	F. nucleatum	5	Niclosamide	G5	tech3	biol2	plate2	21	0.9442415388361332	1.0356550580431179	1.0356550580431179
B. thetaiotaomicron	F. nucleatum	5	Niclosamide	G5	tech3	biol3	plate2	22	0.9713672154617038	1.0717905405405408	1.0717905405405408
B. thetaiotaomicron	F. nucleatum	10	Niclosamide	C2	tech1	biol1	plate7	178	0.007881839066158932	0.019512195121951237	0.019512195121951237
B. thetaiotaomicron	F. nucleatum	10	Niclosamide	C2	tech1	biol2	plate7	181	0.01822250375246145	0.03135313531353138	0.03135313531353138
B. thetaiotaomicron	F. nucleatum	10	Niclosamide	C2	tech1	biol3	plate4	183	0.007473913839547306	0.014365522745411025	0.014365522745411025
B. thetaiotaomicron	F. nucleatum	10	Niclosamide	D2	tech2	biol1	plate7	178	0.011635095764329853	0.016260162601626032	0.016260162601626032
B. thetaiotaomicron	F. nucleatum	10	Niclosamide	D2	tech2	biol2	plate7	181	0.014357124168606022	0.033003300330033035	0.033003300330033035
B. thetaiotaomicron	F. nucleatum	10	Niclosamide	D2	tech2	biol3	plate4	183	0.004152174355304028	0	-0.004788507581803675
B. thetaiotaomicron	F. nucleatum	10	Niclosamide	E4	tech1	biol1	plate2	20	0.02250740375123387	0.04230118443316417	0.04230118443316417
B. thetaiotaomicron	F. nucleatum	10	Niclosamide	E4	tech1	biol2	plate2	21	0.0036523009495982297	-8.291873963515762e-4	-0.0024875621890546825
B. thetaiotaomicron	F. nucleatum	10	Niclosamide	E4	tech1	biol3	plate2	22	0.0016702457647339555	0.002533783783783786	8.445945945945954e-4
B. thetaiotaomicron	F. nucleatum	10	Niclosamide	F4	tech2	biol1	plate2	20	0.02211253701875619	0.02199661590524537	0.02199661590524537
B. thetaiotaomicron	F. nucleatum	10	Niclosamide	F4	tech2	biol2	plate2	21	0.00243486729973216	8.291873963515762e-4	-0.0024875621890546825
B. thetaiotaomicron	F. nucleatum	10	Niclosamide	F4	tech2	biol3	plate2	22	0.005010737294201859	0.00422297297297293	-8.445945945945954e-4
B. thetaiotaomicron	F. nucleatum	10	Niclosamide	G4	tech3	biol1	plate2	20	0.06100691016781833	0.12859560067681897	0.12859560067681897
B. thetaiotaomicron	F. nucleatum	10	Niclosamide	G4	tech3	biol2	plate2	21	0.0058436815193572	0.004145936981757881	8.291873963515762e-4
B. thetaiotaomicron	F. nucleatum	10	Niclosamide	G4	tech3	biol3	plate2	22	0.002147458840372228	8.445945945945954e-4	-8.445945945945954e-4
B. thetaiotaomicron	MGAM	0	Niclosamide	C2	tech1	biol1	plate6	178	0.999270472369141	1.0134175217048147	1.0134175217048147
B. thetaiotaomicron	MGAM	0	Niclosamide	C2	tech1	biol2	plate6	181	1.0121778532993486	1.0191188694929345	1.0191188694929345
B. thetaiotaomicron	MGAM	0	Niclosamide	C2	tech1	biol3	plate3	183	0.9937515621094727	0.9863453815261043	0.9831325301204819
B. thetaiotaomicron	MGAM	0	Niclosamide	C3	tech1	biol1	plate1	200	0.9913665501857583	0.9991235758106922	0.9991235758106922
B. thetaiotaomicron	MGAM	0	Niclosamide	C3	tech1	biol2	plate3	200	0.9814901600916752	0.995340167753961	0.995340167753961
B. thetaiotaomicron	MGAM	0	Niclosamide	C3	tech1	biol3	plate5	200	1.0256726126792175	1.015929203539823	1.015929203539823
B. thetaiotaomicron	MGAM	0	Niclosamide	D2	tech2	biol1	plate6	178	1.0007295276308592	1.021310181531176	1.021310181531176
B. thetaiotaomicron	MGAM	0	Niclosamide	D2	tech2	biol2	plate6	181	0.9878221467006514	1.0091438071487948	1.0091438071487948
B. thetaiotaomicron	MGAM	0	Niclosamide	D2	tech2	biol3	plate3	183	1.0062484378905274	1.0248995983935743	1.0184738955823291
B. thetaiotaomicron	MGAM	0	Niclosamide	D3	tech2	biol1	plate1	200	0.9983866950916305	1.0008764241893076	1.0008764241893076
B. thetaiotaomicron	MGAM	0	Niclosamide	D3	tech2	biol2	plate3	200	1.0016133049083698	1.0046598322460392	1.0046598322460392
B. thetaiotaomicron	MGAM	0	Niclosamide	D3	tech2	biol3	plate5	200	1.02351524840976	1.0070796460176992	1.0070796460176992
B. thetaiotaomicron	MGAM	0	Niclosamide	E3	tech1	biol2	plate1	21	0.9774349527976053	1.0171875	1.0171875
B. thetaiotaomicron	MGAM	0	Niclosamide	E3	tech1	biol3	plate1	22	0.9959943449575872	1.034257748776509	1.034257748776509
B. thetaiotaomicron	MGAM	0	Niclosamide	F3	tech2	biol2	plate1	21	1	1.0296875	1.0296875
B. thetaiotaomicron	MGAM	0	Niclosamide	F3	tech2	biol3	plate1	22	1	1.0261011419249593	1.0261011419249593
B. thetaiotaomicron	MGAM	0	Niclosamide	G2	tech1	biol1	plate1	146	0.986769013230987	1.0211327134404058	1.0211327134404058
B. thetaiotaomicron	MGAM	0	Niclosamide	G2	tech1	biol2	plate1	148	0.9824338624338625	1.0175438596491226	1.0175438596491226
B. thetaiotaomicron	MGAM	0	Niclosamide	G2	tech1	biol3	plate1	149	0.9929089575352515	1.0358078602620087	1.0358078602620087
B. thetaiotaomicron	MGAM	0	Niclosamide	G3	tech3	biol2	plate1	21	1.009210223347916	1.0265625	1.0265625
B. thetaiotaomicron	MGAM	0	Niclosamide	G3	tech3	biol3	plate1	22	1.0322808671065034	1.0407830342577489	1.0407830342577489
B. thetaiotaomicron	MGAM	0	Niclosamide	H2	tech2	biol1	plate1	146	1.0132309867690132	1.017751479289941	1.017751479289941
B. thetaiotaomicron	MGAM	0	Niclosamide	H2	tech2	biol2	plate1	148	1.0175661375661376	1.0309106098579781	1.0309106098579781
B. thetaiotaomicron	MGAM	0	Niclosamide	H2	tech2	biol3	plate1	149	1.0070910424647486	1.0270742358078602	1.0253275109170306
B. thetaiotaomicron	MGAM	5	Niclosamide	C3	tech1	biol1	plate6	178	0.004741929600583589	-0.007892659826361491	-0.014206787687450663
B. thetaiotaomicron	MGAM	5	Niclosamide	C3	tech1	biol2	plate6	181	0.010478617955253478	0.009975062344139661	0.0016625103906899436
B. thetaiotaomicron	MGAM	5	Niclosamide	C4	tech1	biol1	plate1	200	0.006104473831193099	-0.0035056967572305027	-0.010517090271691508
B. thetaiotaomicron	MGAM	5	Niclosamide	C4	tech1	biol2	plate3	200	0.0071404707414076994	-0.009319664492078293	-0.01677539608574093
B. thetaiotaomicron	MGAM	5	Niclosamide	C4	tech1	biol3	plate5	200	0.01325238051238167	0.0070796460176990724	-0.0017699115044247805
B. thetaiotaomicron	MGAM	5	Niclosamide	D3	tech2	biol1	plate6	178	0.0038300200620098508	-0.006314127861089193	-0.011049723756906087
B. thetaiotaomicron	MGAM	5	Niclosamide	D3	tech2	biol2	plate6	181	0.012744265080713605	0.0049875311720698305	-0.0033250207813798637
B. thetaiotaomicron	MGAM	5	Niclosamide	D3	tech2	biol3	plate3	183	0.002499375156210942	-0.0032128514056224927	-0.008032128514056209
B. thetaiotaomicron	MGAM	5	Niclosamide	D4	tech2	biol1	plate1	200	0.004578355373394825	-0.007011393514461005	-0.01226993865030676
B. thetaiotaomicron	MGAM	5	Niclosamide	D4	tech2	biol2	plate3	200	0.021745979076105218	0.009319664492078243	-0.0037278657968313174
B. thetaiotaomicron	MGAM	5	Niclosamide	D4	tech2	biol3	plate5	200	0.0067802877040092566	-0.005309734513274341	-0.012389380530973463
B. thetaiotaomicron	MGAM	5	Niclosamide	E6	tech1	biol2	plate1	21	0.006447156343541317	0.0031249999999999594	0
B. thetaiotaomicron	MGAM	5	Niclosamide	E6	tech1	biol3	plate1	22	0.0030631479736098043	0.004893964110929858	0.004893964110929858
B. thetaiotaomicron	MGAM	5	Niclosamide	F6	tech2	biol2	plate1	21	0.010361501266405643	0.007812499999999964	0.0031249999999999594
B. thetaiotaomicron	MGAM	5	Niclosamide	F6	tech2	biol3	plate1	22	0.002356267672007542	0.004893964110929858	0.004893964110929858
B. thetaiotaomicron	MGAM	5	Niclosamide	G3	tech1	biol1	plate1	146	0.003635996364003639	-0.0067624683009298225	-0.010143702451394745
B. thetaiotaomicron	MGAM	5	Niclosamide	G3	tech1	biol2	plate1	148	0.0088888888888889	-0.005012531328320806	-0.011695906432748548
B. thetaiotaomicron	MGAM	5	Niclosamide	G3	tech1	biol3	plate1	149	0.004075311761349748	-0.00873362445414848	-0.013973799126637567
B. thetaiotaomicron	MGAM	5	Niclosamide	G6	tech3	biol2	plate1	21	0.011743034768593147	0.01874999999999997	0.007812499999999964
B. thetaiotaomicron	MGAM	5	Niclosamide	G6	tech3	biol3	plate1	22	0.007068803016022626	0.00652528548123981	0.00652528548123981
B. thetaiotaomicron	MGAM	5	Niclosamide	H3	tech2	biol1	plate1	146	0.0014139985860014157	0.0016906170752324617	-0.0033812341504649234
B. thetaiotaomicron	MGAM	5	Niclosamide	H3	tech2	biol2	plate1	148	0.0048677248677248715	0	-0.008354218880534676
B. thetaiotaomicron	MGAM	5	Niclosamide	H3	tech2	biol3	plate1	149	0.0034232618795337856	-0.005240174672489087	-0.010480349344978174
B. thetaiotaomicron	MGAM	10	Niclosamide	C4	tech1	biol1	plate6	178	0.004194783877439361	-0.0031570639305445966	-0.011049723756906087
B. thetaiotaomicron	MGAM	10	Niclosamide	C4	tech1	biol2	plate6	181	0.009912206173888424	0.006650041562759774	-0.0016625103906899436
B. thetaiotaomicron	MGAM	10	Niclosamide	C4	tech1	biol3	plate3	183	0.0021661251353828235	0.0016064257028112464	0
B. thetaiotaomicron	MGAM	10	Niclosamide	C5	tech1	biol1	plate1	200	0.0061044738311931005	-0.007011393514461005	-0.01402278702892201
B. thetaiotaomicron	MGAM	10	Niclosamide	C5	tech1	biol2	plate3	200	0.009087871852700708	-0.013047530288909611	-0.020503261882572246
B. thetaiotaomicron	MGAM	10	Niclosamide	C5	tech1	biol3	plate5	200	0.0098622366603771	-0.005309734513274341	-0.012389380530973463
B. thetaiotaomicron	MGAM	10	Niclosamide	D4	tech2	biol1	plate6	178	0.00893671347802299	-0.0015785319652722983	-0.012628255722178386
B. thetaiotaomicron	MGAM	10	Niclosamide	D4	tech2	biol2	plate6	181	0.002265647125460207	-0.0016625103906899436	-0.004987531172069807
B. thetaiotaomicron	MGAM	10	Niclosamide	D4	tech2	biol3	plate3	183	0.006331750395734406	0.004819277108433739	-0.004819277108433739
B. thetaiotaomicron	MGAM	10	Niclosamide	D5	tech2	biol1	plate1	200	0.003967907990275515	-0.008764241893076256	-0.01402278702892201
B. thetaiotaomicron	MGAM	10	Niclosamide	D5	tech2	biol2	plate3	200	0.006491337037643362	-0.009319664492078293	-0.020503261882572246
B. thetaiotaomicron	MGAM	10	Niclosamide	D5	tech2	biol3	plate5	200	0.010170431556013885	-0.005309734513274341	-0.014159292035398244
B. thetaiotaomicron	MGAM	10	Niclosamide	E4	tech1	biol2	plate1	21	0.008289201013124576	0.010937499999999966	0.004687499999999961
B. thetaiotaomicron	MGAM	10	Niclosamide	E4	tech1	biol3	plate1	22	0.005419415645617346	0.00652528548123981	0.0016313213703099524
B. thetaiotaomicron	MGAM	10	Niclosamide	F4	tech2	biol2	plate1	21	0.006907667510936999	0.006249999999999962	0.0015625000000000014
B. thetaiotaomicron	MGAM	10	Niclosamide	F4	tech2	biol3	plate1	22	9.425070688030168e-4	0.003262642740619905	0
B. thetaiotaomicron	MGAM	10	Niclosamide	G4	tech1	biol1	plate1	146	0.0062619937380062685	0.005071851225697385	-0.0033812341504649234
B. thetaiotaomicron	MGAM	10	Niclosamide	G4	tech1	biol2	plate1	148	0.007830687830687839	-0.003341687552213871	-0.010025062656641612
B. thetaiotaomicron	MGAM	10	Niclosamide	G4	tech1	biol3	plate1	149	0.007172548699975555	-0.0069868995633187835	-0.013973799126637567
B. thetaiotaomicron	MGAM	10	Niclosamide	G4	tech3	biol2	plate1	21	0.0043748560902601924	0.007812499999999964	0.0031249999999999594
B. thetaiotaomicron	MGAM	10	Niclosamide	G4	tech3	biol3	plate1	22	9.425070688030168e-4	0.00652528548123981	0.003262642740619905
B. thetaiotaomicron	MGAM	10	Niclosamide	H4	tech2	biol1	plate1	146	0.003433996566003438	0	-0.005071851225697385
B. thetaiotaomicron	MGAM	10	Niclosamide	H4	tech2	biol2	plate1	148	0.008677248677248684	0.011695906432748548	0.003341687552213871
B. thetaiotaomicron	MGAM	10	Niclosamide	H4	tech2	biol3	plate1	149	0.003912299290895758	-0.0034934497816593918	-0.0069868995633187835
B. thetaiotaomicron	P. merdae	0	Niclosamide	C6	tech1	biol1	plate1	200	1.0151717214108233	0.969325153374233	0.969325153374233
B. thetaiotaomicron	P. merdae	0	Niclosamide	C6	tech1	biol2	plate3	200	0.9645319269252947	0.972972972972973	0.972972972972973
B. thetaiotaomicron	P. merdae	0	Niclosamide	C6	tech1	biol3	plate5	200	0.9885515181682429	0.961061946902655	0.961061946902655
B. thetaiotaomicron	P. merdae	0	Niclosamide	D6	tech2	biol1	plate1	200	1.0375193021994074	0.9745836985100788	0.9745836985100788
B. thetaiotaomicron	P. merdae	0	Niclosamide	D6	tech2	biol2	plate3	200	0.9834032037564419	0.989748369058714	0.989748369058714
B. thetaiotaomicron	P. merdae	0	Niclosamide	D6	tech2	biol3	plate5	200	1.0114484818317573	0.9769911504424779	0.9769911504424779
B. thetaiotaomicron	P. merdae	5	Niclosamide	C7	tech1	biol1	plate1	200	0.016432044697488258	-0.0035056967572305027	-0.01226993865030676
B. thetaiotaomicron	P. merdae	5	Niclosamide	C7	tech1	biol2	plate3	200	0.019570213010078316	0.014911463187325218	0.0037278657968313174
B. thetaiotaomicron	P. merdae	5	Niclosamide	C7	tech1	biol3	plate5	200	0.011946241911398725	-0.007079646017699122	-0.014159292035398244
B. thetaiotaomicron	P. merdae	5	Niclosamide	D7	tech2	biol1	plate1	200	0.009201945030593423	-0.007011393514461005	-0.01402278702892201
B. thetaiotaomicron	P. merdae	5	Niclosamide	D7	tech2	biol2	plate3	200	0.010833510773436295	-0.011183597390493953	-0.01677539608574093
B. thetaiotaomicron	P. merdae	5	Niclosamide	D7	tech2	biol3	plate5	200	0.00895968143354904	-0.005309734513274341	-0.014159292035398244
B. thetaiotaomicron	P. merdae	10	Niclosamide	C8	tech1	biol1	plate1	200	0.01150243128824178	-0.005258545135845754	-0.01402278702892201
B. thetaiotaomicron	P. merdae	10	Niclosamide	C8	tech1	biol2	plate3	200	0.010484042683970598	-0.011183597390493953	-0.018639328984156586
B. thetaiotaomicron	P. merdae	10	Niclosamide	D8	tech2	biol1	plate1	200	0.010845149500342249	-0.005258545135845754	-0.01226993865030676
B. thetaiotaomicron	P. merdae	10	Niclosamide	D8	tech2	biol2	plate3	200	0.04997393679359304	0.014911463187325218	0.007455731593662584
B. thetaiotaomicron	R. intestinalis	0	Niclosamide	C8	tech1	biol1	plate6	178	1.0067138125503536	0.9786898184688241	0.9723756906077349
B. thetaiotaomicron	R. intestinalis	0	Niclosamide	C8	tech1	biol2	plate6	181	1.0142306157733743	0.9792186201163758	0.9792186201163758
B. thetaiotaomicron	R. intestinalis	0	Niclosamide	C8	tech1	biol3	plate3	183	0.9946586546486397	0.9638554216867469	0.9622489959839357
B. thetaiotaomicron	R. intestinalis	0	Niclosamide	D8	tech2	biol1	plate6	178	0.9932861874496463	0.9723756906077349	0.9676400947119179
B. thetaiotaomicron	R. intestinalis	0	Niclosamide	D8	tech2	biol2	plate6	181	0.9857693842266259	0.9792186201163758	0.9792186201163758
B. thetaiotaomicron	R. intestinalis	0	Niclosamide	D8	tech2	biol3	plate3	183	1.0053413453513604	0.9815261044176706	0.9799196787148593
B. thetaiotaomicron	R. intestinalis	0	Niclosamide	E11	tech1	biol1	plate1	20	0.9896071868944867	1.0072289156626506	1.0072289156626506
B. thetaiotaomicron	R. intestinalis	0	Niclosamide	E11	tech1	biol2	plate1	21	1	1	1
B. thetaiotaomicron	R. intestinalis	0	Niclosamide	E11	tech1	biol3	plate1	22	1	0.9918433931484503	0.9918433931484503
B. thetaiotaomicron	R. intestinalis	0	Niclosamide	F11	tech2	biol1	plate1	20	1.003875286242734	1.0200803212851406	1.0200803212851406
B. thetaiotaomicron	R. intestinalis	0	Niclosamide	F11	tech2	biol2	plate1	21	0.9980489919791892	0.9890625	0.9890625
B. thetaiotaomicron	R. intestinalis	0	Niclosamide	F11	tech2	biol3	plate1	22	0.9966420416386838	0.9934747145187602	0.9934747145187602
B. thetaiotaomicron	R. intestinalis	0	Niclosamide	G11	tech3	biol1	plate1	20	1	0.9975903614457831	0.9975903614457831
B. thetaiotaomicron	R. intestinalis	0	Niclosamide	G11	tech3	biol2	plate1	21	1.0327335790158247	1.0046875	1.0046875
